,Premise,Hypothesis,Label,Split,Folder
808,"Unfortunately, their ideas about your past life are like drunken bat swings at a dart board.","Unfortunately, their ideas about your past life are eerily accurate.",contradiction,train,"Unfortunately, their ideas about your past life are like drunken bat swings at a dart board."
809,The company is letting money walk out the door.,The management is lavish.,entailment,dev,The company is letting money walk out the door.
810,The company is letting money walk out the door.,The company is managed well.,contradiction,dev,The company is letting money walk out the door.
811,The company is letting money walk out the door.,It is leaving through the door.,neutral,dev,The company is letting money walk out the door.
812,"This time, the word sprung from deep inside him like an avalanche.",The word came out of him from from deep inside at a very slow pace and with enough pause.,contradiction,test,"This time, the word sprung from deep inside him like an avalanche."
813,We're starting to discover life is like an endless road.,We're starting to realize that life is oddly permanent.,entailment,train,We're starting to discover life is like an endless road.
814,The market is being clogged by these operations.,The sudden boom in the market is mostly due to these operations .,contradiction,train,The market is being clogged by these operations.
815,"He sits up on the mattress, looking around like a kid sitting in front of a christmas tree.",He reluctantly looks around the room as he sits up on the mattress.,contradiction,dev,"He sits up on the mattress, looking around like a kid sitting in front of a christmas tree."
816,It was like a melted popsicle on a warm day.,It was blue and dry,contradiction,train,It was like a melted popsicle on a warm day.
817,The President brushed aside the accusations.,The President completely denies the allegation or accusation is a blant denial.,entailment,train,The President brushed aside the accusations.
818,The news leaked out despite his secrecy.,The news was concealed.,contradiction,dev,The news leaked out despite his secrecy.
819,The father flicked him with his hand.,The father shook him with his hand.,contradiction,test,The father flicked him with his hand.
820,She Seized all the men's hearts.,She did not capture attention of all the men.,contradiction,train,She Seized all the men's hearts.
821,The courtyard goes like a movie screen with the film broken in the projector.,The courtyard goes dark and hidden,contradiction,train,The courtyard goes like a movie screen with the film broken in the projector.
822,Draupadi's eyes were diamonds.,Draupadi's eyes were dull.,contradiction,test,Draupadi's eyes were diamonds.
823,A weather vane caps the building.,A weather vane under the building.,contradiction,train,A weather vane caps the building.
824,"His sensitive ears picked up every sound, but it was like a library on friday night","his sensitive ears picked up every sound, it was still quiet.",entailment,train,"His sensitive ears picked up every sound, but it was like a library on friday night"
825,Lay a responsibility on someone.,Impose a responsibility on someone.,entailment,train,Lay a responsibility on someone.
826,She had to juggle her job and her children.,She had to manage her job and her children at the same time.,entailment,train,She had to juggle her job and her children.
827,The bus drizzled down the road.,The bus picked up the speed down the road.,contradiction,train,The bus drizzled down the road.
828,The interior was like a first class cabin on a commercial flight.,The interior was cramped and shabby.,contradiction,train,The interior was like a first class cabin on a commercial flight.
829,He raised his chest and stood like a security guard .,He slumped over with his chest raised.,contradiction,train,He raised his chest and stood like a security guard .
830,"Usually awkward in warrior form, he became like a finely wrought dagger .","He usually looked awkward in warrior form, but he became rough and clumsy.",contradiction,train,"Usually awkward in warrior form, he became like a finely wrought dagger ."
831,The stock market drifted upward.,The stock marker went down like a plane in free-fall.,contradiction,dev,The stock market drifted upward.
832,The rich man had a cold heart.,The rich man's heart was unemotional.,entailment,train,The rich man had a cold heart.
833,She hailed against the wall with all her strength.,She did not show a lot of efforts of pulling against the wall with her all strengths.,contradiction,train,She hailed against the wall with all her strength.
834,"Guskewau , the darkness ,  wrapped  her.","Guskewau , the darkness , surrounded her.",entailment,train,"Guskewau , the darkness ,  wrapped  her."
